from_node,to_node,from_x,from_y,to_x,to_y,is_in_tour
0,1,2374,1930,1289,2934,0
0,2,2374,1930,975,108,0
0,3,2374,1930,2940,116,0
0,4,2374,1930,2999,918,0
0,5,2374,1930,1062,643,0
0,6,2374,1930,179,30,0
0,7,2374,1930,2369,2671,0
0,8,2374,1930,2021,1440,0
0,9,2374,1930,179,1431,0
0,10,2374,1930,2697,218,0
0,11,2374,1930,644,1105,0
0,12,2374,1930,561,932,0
0,13,2374,1930,1138,2155,0
0,14,2374,1930,2542,2744,0
0,15,2374,1930,735,2501,0
0,16,2374,1930,2785,2050,0
0,17,2374,1930,1816,133,0
0,18,2374,1930,2850,1872,0
0,19,2374,1930,767,2819,0
0,20,2374,1930,701,2547,0
0,21,2374,1930,90,1799,0
0,22,2374,1930,2203,1227,0
0,23,2374,1930,672,202,0
0,24,2374,1930,2982,2328,0
0,25,2374,1930,1837,2352,0
0,26,2374,1930,2052,1024,0
0,27,2374,1930,179,200,0
0,28,2374,1930,1636,981,0
0,29,2374,1930,2522,2809,0
0,30,2374,1930,2594,1768,0
0,31,2374,1930,2374,1672,1
0,32,2374,1930,643,990,0
0,33,2374,1930,232,429,0
0,34,2374,1930,2543,739,0
0,35,2374,1930,993,777,0
0,36,2374,1930,462,943,0
0,37,2374,1930,2491,2104,0
0,38,2374,1930,234,195,0
0,39,2374,1930,1627,189,0
0,40,2374,1930,1030,1185,0
0,41,2374,1930,2549,267,0
0,42,2374,1930,762,1344,0
0,43,2374,1930,1932,2517,0
0,44,2374,1930,1292,1625,0
0,45,2374,1930,1415,442,0
0,46,2374,1930,2914,2378,0
0,47,2374,1930,691,746,0
0,48,2374,1930,1267,2630,0
0,49,2374,1930,1322,2865,0
0,50,2374,1930,1709,2128,0
0,51,2374,1930,1968,791,0
0,52,2374,1930,1835,1685,0
0,53,2374,1930,64,67,0
0,54,2374,1930,724,1625,0
0,55,2374,1930,550,230,0
0,56,2374,1930,2728,714,0
0,57,2374,1930,427,1340,0
0,58,2374,1930,49,1382,0
0,59,2374,1930,235,1898,0
0,60,2374,1930,1004,1728,0
0,61,2374,1930,2213,366,0
1,0,1289,2934,2374,1930,0
1,2,1289,2934,975,108,0
1,3,1289,2934,2940,116,0
1,4,1289,2934,2999,918,0
1,5,1289,2934,1062,643,0
1,6,1289,2934,179,30,0
1,7,1289,2934,2369,2671,0
1,8,1289,2934,2021,1440,0
1,9,1289,2934,179,1431,0
1,10,1289,2934,2697,218,0
