from_node,to_node,from_x,from_y,to_x,to_y,is_in_tour
0,1,1743,2777,2797,190,0
0,2,1743,2777,2790,2804,0
0,3,1743,2777,2677,289,0
0,4,1743,2777,904,1178,0
0,5,1743,2777,2609,2065,0
0,6,1743,2777,2305,996,0
0,7,1743,2777,918,79,0
0,8,1743,2777,1724,2143,0
0,9,1743,2777,392,2346,0
0,10,1743,2777,1058,862,0
0,11,1743,2777,2484,1650,0
0,12,1743,2777,2027,1652,0
0,13,1743,2777,2397,1729,0
0,14,1743,2777,2459,2112,0
0,15,1743,2777,335,2498,0
0,16,1743,2777,1714,463,0
0,17,1743,2777,242,570,0
0,18,1743,2777,2336,1174,0
0,19,1743,2777,28,1949,0
0,20,1743,2777,1435,2704,0
0,21,1743,2777,2769,1822,0
0,22,1743,2777,1030,1757,0
0,23,1743,2777,2175,1777,0
0,24,1743,2777,1413,61,0
0,25,1743,2777,659,780,0
0,26,1743,2777,1805,1410,0
0,27,1743,2777,2051,1770,0
0,28,1743,2777,2165,614,0
0,29,1743,2777,2063,498,0
0,30,1743,2777,2452,2392,0
0,31,1743,2777,2490,2296,0
0,32,1743,2777,371,90,0
0,33,1743,2777,2338,1202,0
0,34,1743,2777,1124,1698,0
0,35,1743,2777,2181,136,0
0,36,1743,2777,2414,1947,0
0,37,1743,2777,606,2805,0
0,38,1743,2777,1484,1944,0
0,39,1743,2777,1341,2475,0
0,40,1743,2777,303,1519,0
0,41,1743,2777,825,1649,0
0,42,1743,2777,330,456,0
0,43,1743,2777,607,270,0
0,44,1743,2777,330,683,0
0,45,1743,2777,1843,2616,0
0,46,1743,2777,2029,2831,0
0,47,1743,2777,1943,405,0
0,48,1743,2777,1696,1146,0
0,49,1743,2777,2186,1988,0
0,50,1743,2777,822,861,0
0,51,1743,2777,159,546,0
0,52,1743,2777,1969,2227,0
0,53,1743,2777,2372,2679,0
0,54,1743,2777,2400,1841,0
0,55,1743,2777,1740,2732,1
0,56,1743,2777,2350,472,0
0,57,1743,2777,2071,67,0
0,58,1743,2777,1989,1563,0
