from_node,to_node,from_x,from_y,to_x,to_y,is_in_tour
0,1,115,1149,1125,1816,0
0,2,115,1149,416,1979,0
0,3,115,1149,2922,536,0
0,4,115,1149,793,2557,0
0,5,115,1149,2480,2330,0
0,6,115,1149,2975,270,0
0,7,115,1149,1836,1948,0
0,8,115,1149,2363,2609,0
0,9,115,1149,2217,2118,0
0,10,115,1149,779,2272,0
0,11,115,1149,336,799,1
0,12,115,1149,2177,2676,0
0,13,115,1149,1823,2100,0
0,14,115,1149,1678,2200,0
0,15,115,1149,2967,2129,0
0,16,115,1149,1304,2612,0
0,17,115,1149,2738,565,0
0,18,115,1149,515,1910,0
0,19,115,1149,1014,917,0
0,20,115,1149,1744,846,0
0,21,115,1149,2994,123,0
0,22,115,1149,57,577,0
0,23,115,1149,1797,2452,0
0,24,115,1149,1798,575,0
0,25,115,1149,1500,2615,0
0,26,115,1149,1864,2554,0
0,27,115,1149,785,2568,0
0,28,115,1149,322,1351,0
0,29,115,1149,2995,595,0
0,30,115,1149,880,80,0
0,31,115,1149,2510,1559,0
0,32,115,1149,2794,1663,0
0,33,115,1149,949,1173,0
0,34,115,1149,1017,2695,0
0,35,115,1149,2090,1449,0
0,36,115,1149,2943,2987,0
0,37,115,1149,1554,1275,0
0,38,115,1149,2656,2223,0
0,39,115,1149,42,2116,0
0,40,115,1149,1740,1652,0
0,41,115,1149,1726,2370,0
0,42,115,1149,664,1171,0
0,43,115,1149,1016,116,0
0,44,115,1149,357,2397,0
0,45,115,1149,2296,1231,0
0,46,115,1149,1867,1393,0
0,47,115,1149,979,345,0
0,48,115,1149,2110,1618,0
0,49,115,1149,377,512,0
0,50,115,1149,1867,1875,0
0,51,115,1149,2808,1640,0
0,52,115,1149,2134,2557,0
0,53,115,1149,2470,2192,0
0,54,115,1149,1849,817,0
0,55,115,1149,2141,1097,0
0,56,115,1149,1968,2138,0
0,57,115,1149,636,821,0
0,58,115,1149,1162,1274,0
0,59,115,1149,2373,1186,0
0,60,115,1149,1001,1134,0
0,61,115,1149,1792,1019,0
0,62,115,1149,196,151,0
0,63,115,1149,2785,576,0
0,64,115,1149,344,2141,0
0,65,115,1149,2301,957,0
0,66,115,1149,153,2140,0
0,67,115,1149,393,2511,0
0,68,115,1149,752,612,0
0,69,115,1149,454,2357,0
0,70,115,1149,1272,674,0
0,71,115,1149,713,1006,0
0,72,115,1149,2543,2597,0
0,73,115,1149,1816,256,0
0,74,115,1149,1747,1193,0
0,75,115,1149,227,1674,0
0,76,115,1149,2886,61,0
0,77,115,1149,2081,1120,0
0,78,115,1149,1205,797,0
0,79,115,1149,1554,2960,0
0,80,115,1149,1702,1494,0
0,81,115,1149,290,2918,0
0,82,115,1149,1013,1977,0
0,83,115,1149,76,567,0
0,84,115,1149,1735,2789,0
0,85,115,1149,2036,1373,0
0,86,115,1149,2596,14,0
0,87,115,1149,1325,125,0
0,88,115,1149,1774,1609,0
0,89,115,1149,365,1252,0
0,90,115,1149,1930,1453,0
0,91,115,1149,1298,436,0
0,92,115,1149,1062,190,0
0,93,115,1149,2330,2801,0
0,94,115,1149,1138,2315,0
0,95,115,1149,2993,379,0
0,96,115,1149,232,685,0
0,97,115,1149,2105,2182,0
0,98,115,1149,1926,1469,0
0,99,115,1149,239,2511,0
0,100,115,1149,528,1640,0
0,101,115,1149,2524,1380,0
0,102,115,1149,1791,406,0
0,103,115,1149,1745,362,0
0,104,115,1149,776,746,0
1,0,1125,1816,115,1149,0
1,2,1125,1816,416,1979,0
1,3,1125,1816,2922,536,0
1,4,1125,1816,793,2557,0
1,5,1125,1816,2480,2330,0
1,6,1125,1816,2975,270,0
