from_node,to_node,from_x,from_y,to_x,to_y,is_in_tour
0,1,1865,1115,98,1124,0
0,2,1865,1115,2739,1214,0
0,3,1865,1115,1913,1789,0
0,4,1865,1115,1925,461,0
0,5,1865,1115,1766,214,0
0,6,1865,1115,830,239,0
0,7,1865,1115,2802,265,0
0,8,1865,1115,1615,209,0
0,9,1865,1115,2792,2013,0
0,10,1865,1115,2211,2717,0
0,11,1865,1115,2019,1379,1
0,12,1865,1115,2341,2650,0
0,13,1865,1115,2518,2412,0
0,14,1865,1115,432,273,0
0,15,1865,1115,931,1910,0
0,16,1865,1115,800,355,0
0,17,1865,1115,2804,1061,0
0,18,1865,1115,984,143,0
0,19,1865,1115,1466,2442,0
0,20,1865,1115,2486,2989,0
0,21,1865,1115,2166,572,0
0,22,1865,1115,599,2706,0
0,23,1865,1115,1074,2341,0
0,24,1865,1115,1027,2174,0
0,25,1865,1115,1597,1990,0
0,26,1865,1115,2976,1079,0
0,27,1865,1115,1249,2099,0
0,28,1865,1115,514,1706,0
0,29,1865,1115,1333,1599,0
0,30,1865,1115,1332,1016,0
0,31,1865,1115,471,2061,0
0,32,1865,1115,1536,691,0
0,33,1865,1115,2653,511,0
0,34,1865,1115,2217,630,0
0,35,1865,1115,727,1566,0
0,36,1865,1115,1565,1716,0
0,37,1865,1115,2166,2889,0
0,38,1865,1115,2126,2045,0
0,39,1865,1115,1083,313,0
0,40,1865,1115,1517,1792,0
0,41,1865,1115,254,1878,0
0,42,1865,1115,678,2717,0
0,43,1865,1115,2313,869,0
0,44,1865,1115,727,470,0
0,45,1865,1115,146,2063,0
0,46,1865,1115,1819,1027,0
0,47,1865,1115,1546,1695,0
0,48,1865,1115,559,502,0
0,49,1865,1115,2886,714,0
0,50,1865,1115,813,1647,0
0,51,1865,1115,275,586,0
0,52,1865,1115,1402,1940,0
0,53,1865,1115,1460,1970,0
0,54,1865,1115,2699,1835,0
0,55,1865,1115,2369,2886,0
0,56,1865,1115,1088,2595,0
0,57,1865,1115,2140,1929,0
0,58,1865,1115,948,578,0
1,0,98,1124,1865,1115,0
1,2,98,1124,2739,1214,0
1,3,98,1124,1913,1789,0
1,4,98,1124,1925,461,0
1,5,98,1124,1766,214,0
1,6,98,1124,830,239,0
1,7,98,1124,2802,265,0
1,8,98,1124,1615,209,0
1,9,98,1124,2792,2013,0
1,10,98,1124,2211,2717,0
1,11,98,1124,2019,1379,0
1,12,98,1124,2341,2650,0
1,13,98,1124,2518,2412,0
1,14,98,1124,432,273,0
1,15,98,1124,931,1910,0
1,16,98,1124,800,355,0
1,17,98,1124,2804,1061,0
1,18,98,1124,984,143,0
1,19,98,1124,1466,2442,0
1,20,98,1124,2486,2989,0
1,21,98,1124,2166,572,0
1,22,98,1124,599,2706,0
1,23,98,1124,1074,2341,0
1,24,98,1124,1027,2174,0
1,25,98,1124,1597,1990,0
1,26,98,1124,2976,1079,0
1,27,98,1124,1249,2099,0
1,28,98,1124,514,1706,0
1,29,98,1124,1333,1599,0
1,30,98,1124,1332,1016,0
1,31,98,1124,471,2061,0
1,32,98,1124,1536,691,0
1,33,98,1124,2653,511,0
1,34,98,1124,2217,630,0
1,35,98,1124,727,1566,0
1,36,98,1124,1565,1716,0
1,37,98,1124,2166,2889,0
1,38,98,1124,2126,2045,0
1,39,98,1124,1083,313,0
1,40,98,1124,1517,1792,0
1,41,98,1124,254,1878,1
1,42,98,1124,678,2717,0
1,43,98,1124,2313,869,0
1,44,98,1124,727,470,0
1,45,98,1124,146,2063,0
1,46,98,1124,1819,1027,0
1,47,98,1124,1546,1695,0
