from_node,to_node,from_x,from_y,to_x,to_y,is_in_tour
0,1,2572,1274,444,870,0
0,2,2572,1274,1013,716,0
0,3,2572,1274,1085,2860,0
0,4,2572,1274,1891,245,0
0,5,2572,1274,523,124,0
0,6,2572,1274,1156,935,0
0,7,2572,1274,1698,2438,0
0,8,2572,1274,2364,579,0
0,9,2572,1274,413,1396,0
0,10,2572,1274,2633,1608,0
0,11,2572,1274,1948,2537,0
0,12,2572,1274,436,144,0
0,13,2572,1274,2278,1331,0
0,14,2572,1274,1750,1596,0
0,15,2572,1274,2716,1247,0
0,16,2572,1274,1472,2194,0
0,17,2572,1274,1183,1369,0
0,18,2572,1274,165,2944,0
0,19,2572,1274,555,1727,0
0,20,2572,1274,50,839,0
0,21,2572,1274,2212,2034,0
0,22,2572,1274,2058,1930,0
0,23,2572,1274,1254,1196,0
0,24,2572,1274,211,1827,0
0,25,2572,1274,2498,2178,0
0,26,2572,1274,2865,1062,0
0,27,2572,1274,340,527,0
0,28,2572,1274,2741,968,0
0,29,2572,1274,1785,2324,0
0,30,2572,1274,1805,2379,0
0,31,2572,1274,1346,1188,0
0,32,2572,1274,898,1061,0
0,33,2572,1274,728,1924,0
0,34,2572,1274,746,2121,0
0,35,2572,1274,611,2875,0
0,36,2572,1274,272,318,0
0,37,2572,1274,462,1882,0
0,38,2572,1274,2219,2034,0
0,39,2572,1274,664,796,0
0,40,2572,1274,194,105,0
0,41,2572,1274,2240,1176,0
0,42,2572,1274,1437,1247,0
0,43,2572,1274,932,2816,0
0,44,2572,1274,2730,2887,0
0,45,2572,1274,1374,476,0
0,46,2572,1274,1246,1456,0
0,47,2572,1274,1739,936,0
0,48,2572,1274,343,521,0
0,49,2572,1274,1247,2320,0
0,50,2572,1274,2302,1159,0
0,51,2572,1274,162,2366,0
0,52,2572,1274,787,146,0
0,53,2572,1274,2754,1064,0
0,54,2572,1274,1677,1440,0
0,55,2572,1274,933,850,0
0,56,2572,1274,2250,46,0
0,57,2572,1274,2731,1043,0
0,58,2572,1274,2938,471,0
0,59,2572,1274,2216,2533,0
0,60,2572,1274,2626,860,0
0,61,2572,1274,201,1805,0
0,62,2572,1274,2387,2722,0
0,63,2572,1274,2059,1726,0
0,64,2572,1274,504,612,0
0,65,2572,1274,2556,2316,0
0,66,2572,1274,364,313,0
0,67,2572,1274,2358,2995,0
0,68,2572,1274,169,1139,0
0,69,2572,1274,1709,674,0
0,70,2572,1274,928,23,0
0,71,2572,1274,535,2930,0
0,72,2572,1274,2149,2065,0
0,73,2572,1274,2427,1570,0
0,74,2572,1274,2243,613,0
0,75,2572,1274,792,517,0
0,76,2572,1274,2632,477,0
0,77,2572,1274,75,765,0
0,78,2572,1274,2136,2290,0
0,79,2572,1274,2530,324,0
0,80,2572,1274,654,1194,0
0,81,2572,1274,943,238,0
0,82,2572,1274,731,167,0
0,83,2572,1274,1329,2287,0
0,84,2572,1274,2430,2048,0
0,85,2572,1274,234,1230,0
0,86,2572,1274,1638,296,0
0,87,2572,1274,2051,838,0
0,88,2572,1274,2600,2916,0
0,89,2572,1274,1345,2487,0
0,90,2572,1274,2553,262,0
0,91,2572,1274,2224,511,0
0,92,2572,1274,2816,2273,0
0,93,2572,1274,1232,1397,0
0,94,2572,1274,920,2772,0
0,95,2572,1274,1828,276,0
0,96,2572,1274,692,1719,0
0,97,2572,1274,1782,1707,0
0,98,2572,1274,853,1664,0
0,99,2572,1274,378,441,0
0,100,2572,1274,1818,2818,0
0,101,2572,1274,995,1312,0
0,102,2572,1274,2823,1388,0
0,103,2572,1274,871,2671,0
0,104,2572,1274,1502,662,0
0,105,2572,1274,997,338,0
0,106,2572,1274,523,2731,0
0,107,2572,1274,1848,2294,0
0,108,2572,1274,1264,2423,0
0,109,2572,1274,1337,1863,0
0,110,2572,1274,1105,620,0
0,111,2572,1274,584,602,0
0,112,2572,1274,156,1512,0
0,113,2572,1274,113,2840,0
0,114,2572,1274,788,464,0
0,115,2572,1274,2328,1703,0
0,116,2572,1274,977,2562,0
0,117,2572,1274,1617,1545,0
0,118,2572,1274,2545,1349,1
0,119,2572,1274,2152,982,0
0,120,2572,1274,2893,522,0
0,121,2572,1274,1217,2350,0
0,122,2572,1274,132,895,0
0,123,2572,1274,1885,2648,0
0,124,2572,1274,1519,1707,0
0,125,2572,1274,294,2855,0
0,126,2572,1274,2052,211,0
0,127,2572,1274,125,2829,0
0,128,2572,1274,1352,1993,0
0,129,2572,1274,1391,2608,0
1,0,444,870,2572,1274,0
1,2,444,870,1013,716,0
1,3,444,870,1085,2860,0
1,4,444,870,1891,245,0
1,5,444,870,523,124,0
1,6,444,870,1156,935,0
1,7,444,870,1698,2438,0
1,8,444,870,2364,579,0
1,9,444,870,413,1396,0
1,10,444,870,2633,1608,0
1,11,444,870,1948,2537,0
1,12,444,870,436,144,0
1,13,444,870,2278,1331,0
1,14,444,870,1750,1596,0
1,15,444,870,2716,1247,0
1,16,444,870,1472,2194,0
1,17,444,870,1183,1369,0
1,18,444,870,165,2944,0
1,19,444,870,555,1727,0
1,20,444,870,50,839,0
1,21,444,870,2212,2034,0
1,22,444,870,2058,1930,0
1,23,444,870,1254,1196,0
1,24,444,870,211,1827,0
1,25,444,870,2498,2178,0
1,26,444,870,2865,1062,0
1,27,444,870,340,527,0
1,28,444,870,2741,968,0
1,29,444,870,1785,2324,0
1,30,444,870,1805,2379,0
1,31,444,870,1346,1188,0
1,32,444,870,898,1061,0
1,33,444,870,728,1924,0
1,34,444,870,746,2121,0
1,35,444,870,611,2875,0
1,36,444,870,272,318,0
1,37,444,870,462,1882,0
1,38,444,870,2219,2034,0
1,39,444,870,664,796,0
1,40,444,870,194,105,0
1,41,444,870,2240,1176,0
1,42,444,870,1437,1247,0
1,43,444,870,932,2816,0
1,44,444,870,2730,2887,0
1,45,444,870,1374,476,0
1,46,444,870,1246,1456,0
1,47,444,870,1739,936,0
1,48,444,870,343,521,0
1,49,444,870,1247,2320,0
1,50,444,870,2302,1159,0
1,51,444,870,162,2366,0
1,52,444,870,787,146,0
1,53,444,870,2754,1064,0
1,54,444,870,1677,1440,0
1,55,444,870,933,850,0
1,56,444,870,2250,46,0
1,57,444,870,2731,1043,0
1,58,444,870,2938,471,0
1,59,444,870,2216,2533,0
1,60,444,870,2626,860,0
1,61,444,870,201,1805,0
1,62,444,870,2387,2722,0
1,63,444,870,2059,1726,0
1,64,444,870,504,612,0
1,65,444,870,2556,2316,0
1,66,444,870,364,313,0
1,67,444,870,2358,2995,0
1,68,444,870,169,1139,0
1,69,444,870,1709,674,0
1,70,444,870,928,23,0
1,71,444,870,535,2930,0
1,72,444,870,2149,2065,0
1,73,444,870,2427,1570,0
