from_node,to_node,from_x,from_y,to_x,to_y,is_in_tour
0,1,210,1093,694,2361,0
0,2,210,1093,1434,2636,0
0,3,210,1093,12,1564,0
0,4,210,1093,1099,795,0
0,5,210,1093,2033,1367,0
0,6,210,1093,1434,1038,0
0,7,210,1093,443,1759,0
0,8,210,1093,1968,765,0
0,9,210,1093,2613,928,0
0,10,210,1093,1129,2514,0
0,11,210,1093,2777,2180,0
0,12,210,1093,139,2165,0
0,13,210,1093,1106,1756,0
0,14,210,1093,2236,2231,0
0,15,210,1093,2764,1509,0
0,16,210,1093,2025,1935,0
0,17,210,1093,671,862,0
0,18,210,1093,491,1550,0
0,19,210,1093,1955,331,0
0,20,210,1093,1336,1565,0
0,21,210,1093,150,294,0
0,22,210,1093,2944,655,0
0,23,210,1093,2775,654,0
0,24,210,1093,1165,1610,0
0,25,210,1093,1254,2031,0
0,26,210,1093,921,722,0
0,27,210,1093,1827,2179,0
0,28,210,1093,750,2604,0
0,29,210,1093,405,266,0
0,30,210,1093,2050,2606,0
0,31,210,1093,392,1732,0
0,32,210,1093,608,2493,0
0,33,210,1093,953,974,0
0,34,210,1093,1928,2423,0
0,35,210,1093,1552,80,0
0,36,210,1093,360,2926,0
0,37,210,1093,39,2903,0
0,38,210,1093,274,1932,0
0,39,210,1093,1550,2558,0
0,40,210,1093,95,1252,0
0,41,210,1093,1005,1008,0
0,42,210,1093,2954,2374,0
0,43,210,1093,893,2201,0
0,44,210,1093,2081,1891,0
0,45,210,1093,1160,281,0
0,46,210,1093,2966,1628,0
0,47,210,1093,1120,109,0
0,48,210,1093,562,2097,0
0,49,210,1093,807,640,0
0,50,210,1093,81,878,0
0,51,210,1093,1958,700,0
0,52,210,1093,574,735,0
0,53,210,1093,835,2547,0
0,54,210,1093,1624,1563,0
0,55,210,1093,1942,1345,0
0,56,210,1093,1540,402,0
0,57,210,1093,1676,547,0
0,58,210,1093,1011,1565,0
0,59,210,1093,1668,586,0
